"","YearStart","LocationDesc","Class","Question","Data_Value","StratificationCategory1","Stratification1"
"3351",2013,"Pennsylvania","Obesity / Weight Status","Percent of adults aged 18 years and older who have obesity",33.8,"Income","$25,000 - $34,999"
"3352",2013,"Pennsylvania","Obesity / Weight Status","Percent of adults aged 18 years and older who have obesity",32.6,"Income","$35,000 - $49,999"
"3353",2013,"Pennsylvania","Obesity / Weight Status","Percent of adults aged 18 years and older who have obesity",31.4,"Income","$50,000 - $74,999"
"3354",2013,"Pennsylvania","Obesity / Weight Status","Percent of adults aged 18 years and older who have obesity",26,"Income","$75,000 or greater"
"3355",2013,"Pennsylvania","Obesity / Weight Status","Percent of adults aged 18 years and older who have obesity",25.7,"Income","Data not reported"
"3356",2013,"Pennsylvania","Obesity / Weight Status","Percent of adults aged 18 years and older who have obesity",29.7,"Race/Ethnicity","Non-Hispanic White"
"3357",2013,"Pennsylvania","Obesity / Weight Status","Percent of adults aged 18 years and older who have obesity",36.3,"Race/Ethnicity","Non-Hispanic Black"
"3358",2013,"Pennsylvania","Obesity / Weight Status","Percent of adults aged 18 years and older who have obesity",35.3,"Race/Ethnicity","Hispanic"
"3359",2013,"Pennsylvania","Obesity / Weight Status","Percent of adults aged 18 years and older who have obesity",4,"Race/Ethnicity","Asian"
"3360",2013,"Pennsylvania","Obesity / Weight Status","Percent of adults aged 18 years and older who have obesity",NA,"Race/Ethnicity","Hawaiian/Pacific Islander"
"3361",2013,"Pennsylvania","Obesity / Weight Status","Percent of adults aged 18 years and older who have obesity",NA,"Race/Ethnicity","American Indian/Alaska Native"
"3362",2013,"Pennsylvania","Obesity / Weight Status","Percent of adults aged 18 years and older who have obesity",30.6,"Race/Ethnicity","2 or more races"
"3363",2013,"Pennsylvania","Obesity / Weight Status","Percent of adults aged 18 years and older who have obesity",NA,"Race/Ethnicity","Other"
"3364",2014,"Pennsylvania","Obesity / Weight Status","Percent of adults aged 18 years and older who have obesity",31.2,"Gender","Male"
"3365",2014,"Pennsylvania","Obesity / Weight Status","Percent of adults aged 18 years and older who have obesity",30.2,"Total","Total"
"3366",2014,"Pennsylvania","Obesity / Weight Status","Percent of adults aged 18 years and older who have obesity",29.1,"Gender","Female"
"3367",2014,"Pennsylvania","Obesity / Weight Status","Percent of adults aged 18 years and older who have obesity",35.4,"Education","Less than high school"
"3368",2014,"Pennsylvania","Obesity / Weight Status","Percent of adults aged 18 years and older who have obesity",34.3,"Education","High school graduate"
"3369",2014,"Pennsylvania","Obesity / Weight Status","Percent of adults aged 18 years and older who have obesity",30.9,"Education","Some college or technical school"
"3370",2014,"Pennsylvania","Obesity / Weight Status","Percent of adults aged 18 years and older who have obesity",21.1,"Education","College graduate"
"3371",2014,"Pennsylvania","Obesity / Weight Status","Percent of adults aged 18 years and older who have obesity",17.2,"Age (years)","18 - 24"
"3372",2014,"Pennsylvania","Obesity / Weight Status","Percent of adults aged 18 years and older who have obesity",29.3,"Age (years)","25 - 34"
"3373",2014,"Pennsylvania","Obesity / Weight Status","Percent of adults aged 18 years and older who have obesity",34.8,"Age (years)","35 - 44"
"3374",2014,"Pennsylvania","Obesity / Weight Status","Percent of adults aged 18 years and older who have obesity",33.2,"Age (years)","45 - 54"
"3375",2014,"Pennsylvania","Obesity / Weight Status","Percent of adults aged 18 years and older who have obesity",34,"Age (years)","55 - 64"
"3376",2014,"Pennsylvania","Obesity / Weight Status","Percent of adults aged 18 years and older who have obesity",29.5,"Age (years)","65 or older"
"3377",2014,"Pennsylvania","Obesity / Weight Status","Percent of adults aged 18 years and older who have obesity",42,"Income","Less than $15,000"
"3378",2014,"Pennsylvania","Obesity / Weight Status","Percent of adults aged 18 years and older who have obesity",35,"Income","$15,000 - $24,999"
"3379",2014,"Pennsylvania","Obesity / Weight Status","Percent of adults aged 18 years and older who have obesity",33.4,"Income","$25,000 - $34,999"
"3380",2014,"Pennsylvania","Obesity / Weight Status","Percent of adults aged 18 years and older who have obesity",30.6,"Income","$35,000 - $49,999"
"3381",2014,"Pennsylvania","Obesity / Weight Status","Percent of adults aged 18 years and older who have obesity",31.3,"Income","$50,000 - $74,999"
"3382",2014,"Pennsylvania","Obesity / Weight Status","Percent of adults aged 18 years and older who have obesity",24.4,"Income","$75,000 or greater"
"3383",2014,"Pennsylvania","Obesity / Weight Status","Percent of adults aged 18 years and older who have obesity",25.1,"Income","Data not reported"
"3384",2014,"Pennsylvania","Obesity / Weight Status","Percent of adults aged 18 years and older who have obesity",29.5,"Race/Ethnicity","Non-Hispanic White"
"3385",2014,"Pennsylvania","Obesity / Weight Status","Percent of adults aged 18 years and older who have obesity",37.1,"Race/Ethnicity","Non-Hispanic Black"
"3386",2014,"Pennsylvania","Obesity / Weight Status","Percent of adults aged 18 years and older who have obesity",38.6,"Race/Ethnicity","Hispanic"
"3387",2014,"Pennsylvania","Obesity / Weight Status","Percent of adults aged 18 years and older who have obesity",9,"Race/Ethnicity","Asian"
"3388",2014,"Pennsylvania","Obesity / Weight Status","Percent of adults aged 18 years and older who have obesity",NA,"Race/Ethnicity","Hawaiian/Pacific Islander"
"3389",2014,"Pennsylvania","Obesity / Weight Status","Percent of adults aged 18 years and older who have obesity",NA,"Race/Ethnicity","American Indian/Alaska Native"
"3390",2014,"Pennsylvania","Obesity / Weight Status","Percent of adults aged 18 years and older who have obesity",29.4,"Race/Ethnicity","2 or more races"
"3391",2014,"Pennsylvania","Obesity / Weight Status","Percent of adults aged 18 years and older who have obesity",NA,"Race/Ethnicity","Other"
"3392",2014,"Puerto Rico","Obesity / Weight Status","Percent of adults aged 18 years and older who have obesity",28.2,"Race/Ethnicity","Hispanic"
"3393",2013,"Puerto Rico","Obesity / Weight Status","Percent of adults aged 18 years and older who have obesity",27.9,"Total","Total"
"3394",2013,"Puerto Rico","Obesity / Weight Status","Percent of adults aged 18 years and older who have obesity",26.7,"Gender","Male"
"3395",2013,"Puerto Rico","Obesity / Weight Status","Percent of adults aged 18 years and older who have obesity",29.1,"Gender","Female"
"3396",2013,"Puerto Rico","Obesity / Weight Status","Percent of adults aged 18 years and older who have obesity",28.7,"Education","Less than high school"
"3397",2013,"Puerto Rico","Obesity / Weight Status","Percent of adults aged 18 years and older who have obesity",30,"Education","High school graduate"
"3398",2013,"Puerto Rico","Obesity / Weight Status","Percent of adults aged 18 years and older who have obesity",27.1,"Education","Some college or technical school"
"3399",2013,"Puerto Rico","Obesity / Weight Status","Percent of adults aged 18 years and older who have obesity",25.4,"Education","College graduate"
"3400",2013,"Puerto Rico","Obesity / Weight Status","Percent of adults aged 18 years and older who have obesity",15.6,"Age (years)","18 - 24"
"3401",2013,"Puerto Rico","Obesity / Weight Status","Percent of adults aged 18 years and older who have obesity",26.5,"Age (years)","25 - 34"
"3402",2013,"Puerto Rico","Obesity / Weight Status","Percent of adults aged 18 years and older who have obesity",33.8,"Age (years)","35 - 44"
"3403",2013,"Puerto Rico","Obesity / Weight Status","Percent of adults aged 18 years and older who have obesity",34.9,"Age (years)","45 - 54"
"3404",2013,"Puerto Rico","Obesity / Weight Status","Percent of adults aged 18 years and older who have obesity",33.5,"Age (years)","55 - 64"
"3405",2013,"Puerto Rico","Obesity / Weight Status","Percent of adults aged 18 years and older who have obesity",21.6,"Age (years)","65 or older"
"3406",2013,"Puerto Rico","Obesity / Weight Status","Percent of adults aged 18 years and older who have obesity",29.7,"Income","Less than $15,000"
"3407",2013,"Puerto Rico","Obesity / Weight Status","Percent of adults aged 18 years and older who have obesity",29.5,"Income","$15,000 - $24,999"
"3408",2013,"Puerto Rico","Obesity / Weight Status","Percent of adults aged 18 years and older who have obesity",24.5,"Income","$25,000 - $34,999"
"3409",2013,"Puerto Rico","Obesity / Weight Status","Percent of adults aged 18 years and older who have obesity",25.4,"Income","$35,000 - $49,999"
"3410",2013,"Puerto Rico","Obesity / Weight Status","Percent of adults aged 18 years and older who have obesity",31.9,"Income","$50,000 - $74,999"
"3411",2013,"Puerto Rico","Obesity / Weight Status","Percent of adults aged 18 years and older who have obesity",26.5,"Income","$75,000 or greater"
"3412",2013,"Puerto Rico","Obesity / Weight Status","Percent of adults aged 18 years and older who have obesity",23,"Income","Data not reported"
"3413",2013,"Puerto Rico","Obesity / Weight Status","Percent of adults aged 18 years and older who have obesity",NA,"Race/Ethnicity","Non-Hispanic White"
"3414",2013,"Puerto Rico","Obesity / Weight Status","Percent of adults aged 18 years and older who have obesity",NA,"Race/Ethnicity","Non-Hispanic Black"
"3415",2013,"Puerto Rico","Obesity / Weight Status","Percent of adults aged 18 years and older who have obesity",27.8,"Race/Ethnicity","Hispanic"
"3416",2013,"Puerto Rico","Obesity / Weight Status","Percent of adults aged 18 years and older who have obesity",NA,"Race/Ethnicity","Asian"
"3417",2013,"Puerto Rico","Obesity / Weight Status","Percent of adults aged 18 years and older who have obesity",NA,"Race/Ethnicity","Hawaiian/Pacific Islander"
"3418",2013,"Puerto Rico","Obesity / Weight Status","Percent of adults aged 18 years and older who have obesity",NA,"Race/Ethnicity","American Indian/Alaska Native"
"3419",2013,"Puerto Rico","Obesity / Weight Status","Percent of adults aged 18 years and older who have obesity",NA,"Race/Ethnicity","2 or more races"
"3420",2013,"Puerto Rico","Obesity / Weight Status","Percent of adults aged 18 years and older who have obesity",NA,"Race/Ethnicity","Other"
"3421",2014,"Puerto Rico","Obesity / Weight Status","Percent of adults aged 18 years and older who have obesity",28.3,"Total","Total"
"3422",2014,"Puerto Rico","Obesity / Weight Status","Percent of adults aged 18 years and older who have obesity",26.8,"Gender","Male"
"3423",2014,"Puerto Rico","Obesity / Weight Status","Percent of adults aged 18 years and older who have obesity",29.6,"Gender","Female"
"3424",2014,"Puerto Rico","Obesity / Weight Status","Percent of adults aged 18 years and older who have obesity",31.4,"Education","Less than high school"
"3425",2014,"Puerto Rico","Obesity / Weight Status","Percent of adults aged 18 years and older who have obesity",26.6,"Education","High school graduate"
"3426",2014,"Puerto Rico","Obesity / Weight Status","Percent of adults aged 18 years and older who have obesity",28.6,"Education","Some college or technical school"
"3427",2014,"Puerto Rico","Obesity / Weight Status","Percent of adults aged 18 years and older who have obesity",26.8,"Education","College graduate"
"3428",2014,"Puerto Rico","Obesity / Weight Status","Percent of adults aged 18 years and older who have obesity",17.1,"Age (years)","18 - 24"
"3429",2014,"Puerto Rico","Obesity / Weight Status","Percent of adults aged 18 years and older who have obesity",25.1,"Age (years)","25 - 34"
"3430",2014,"Puerto Rico","Obesity / Weight Status","Percent of adults aged 18 years and older who have obesity",33.5,"Age (years)","35 - 44"
"3431",2014,"Puerto Rico","Obesity / Weight Status","Percent of adults aged 18 years and older who have obesity",33.8,"Age (years)","45 - 54"
"3432",2014,"Puerto Rico","Obesity / Weight Status","Percent of adults aged 18 years and older who have obesity",35.2,"Age (years)","55 - 64"
"3433",2014,"Puerto Rico","Obesity / Weight Status","Percent of adults aged 18 years and older who have obesity",23.2,"Age (years)","65 or older"
"3434",2014,"Puerto Rico","Obesity / Weight Status","Percent of adults aged 18 years and older who have obesity",29.4,"Income","Less than $15,000"
"3435",2014,"Puerto Rico","Obesity / Weight Status","Percent of adults aged 18 years and older who have obesity",30.7,"Income","$15,000 - $24,999"
"3436",2014,"Puerto Rico","Obesity / Weight Status","Percent of adults aged 18 years and older who have obesity",22.8,"Income","$25,000 - $34,999"
"3437",2014,"Puerto Rico","Obesity / Weight Status","Percent of adults aged 18 years and older who have obesity",31.5,"Income","$35,000 - $49,999"
"3438",2014,"Puerto Rico","Obesity / Weight Status","Percent of adults aged 18 years and older who have obesity",23.3,"Income","$50,000 - $74,999"
"3439",2014,"Puerto Rico","Obesity / Weight Status","Percent of adults aged 18 years and older who have obesity",16.9,"Income","$75,000 or greater"
"3440",2014,"Puerto Rico","Obesity / Weight Status","Percent of adults aged 18 years and older who have obesity",27.4,"Income","Data not reported"
"3441",2014,"Puerto Rico","Obesity / Weight Status","Percent of adults aged 18 years and older who have obesity",NA,"Race/Ethnicity","Non-Hispanic White"
"3442",2014,"Puerto Rico","Obesity / Weight Status","Percent of adults aged 18 years and older who have obesity",NA,"Race/Ethnicity","Non-Hispanic Black"
